6.02376	-18.0605
4.7171	-5.75381
10.7195	1.39059
0.555975	0.588724
-0.301951	-3.21333
5.86669	4.98444
4.0546	1.76896
-4.32016	-3.26521
-0.862131	-2.41871
5.37948	-1.55558
2.61742	3.61154
4.58025	-3.23593
5.69736	-2.76052
6.51757	-2.56807
7.64131	1.87529
4.20457	-4.44761
3.21142	-3.84304
7.8311	-4.79956
5.36528	2.44904
7.91762	-2.69687
8.59816	-6.56975
-7.17835	-18.442
-12.7747	-16.6616
-19.8421	-20.9607
-10.9552	-28.8663
-10.7475	-22.8096
-13.1504	-26.8113
-12.9696	-26.6354
-10.0917	-26.2132
-8.9628	-23.0725
-7.51707	-28.165
0.236319	-20.9827
0.852624	-16.7108
-0.288774	-13.6951
0.796033	-16.6112
1.18958	-19.6941
0.972745	-18.9657
2.57285	-20.2382
5.05964	-16.375
4.78246	-19.8169
6.83471	-20.7543
9.6104	-21.5277
6.55425	-17.5487
9.19018	-21.3775
9.05833	-21.0546
11.354	-21.1505
11.1524	-23.249
9.69942	-25.3152
5.77532	-14.1882
3.46243	-10.8227
0.593882	-24.2118
2.01755	-27.0876
1.24537	-29.7412
0.0321725	-29.3957
3.7117	-29.3514
0.259345	-36.5678
2.00021	-36.0089
1.06857	-30.875
-2.70606	-33.6099
-1.27185	-35.9118
-3.22362	-32.0486
-1.23623	-31.0626
-3.87289	-23.148
4.04516	-21.8512
2.14831	-30.8868
0.297052	-30.0964
1.80146	-39.1774
-1.82416	-36.209
-4.50083	-33.7502
-4.10423	-30.2918
-3.09403	-29.6827
-6.19076	-33.6331
-6.09273	-33.827
-0.539982	-26.1283
-3.29823	-30.933
-1.48425	-33.7078
2.64111	-35.8575
8.76589	-33.1134
0.440948	-19.3684
-0.695176	-21.3033
-2.26204	-21.9105
0.915997	-23.7429
-1.23725	-25.9847
-0.235559	-27.2879
0.383708	-29.8103
-0.667184	-29.1806
2.4763	-27.6462
3.51107	-31.3566
3.17217	-28.0757
4.44686	-22.9323
2.29994	-11.6785
0.658014	-17.734
-0.02149	-21.5236
-1.91273	-16.0068
-4.02276	-19.3311
-4.18027	-18.9861
-1.12675	-18.2364
2.40777	-14.6858
2.54727	-16.5607
-2.85572	-26.9189
-5.4501	-23.7768
-1.93721	-21.1785
-10.3895	-9.97928
-6.65058	-13.8841
-9.55007	-17.1197
-8.72398	-8.84176
-3.39862	-22.1248
-3.95772	-22.4924
-3.48593	-20.5284
-4.49224	-23.0237
-5.1908	-22.4081
-6.12091	-26.7183
-8.05069	-23.7398
-6.86334	-21.1098
-5.67485	-28.45
-4.298	-30.6063
-3.16831	-30.2722
-0.495896	-30.7165
3.02711	-19.9079
-0.147216	-27.5565
-5.50136	-25.0686
-2.96633	-18.7565
-4.39289	-18.8977
-6.5454	-18.8849
-7.94947	-15.3013
-6.29072	-14.1022
-5.94753	-6.92992
-0.865168	-10.0646
3.09389	-12.5487
0.696425	-2.01838
-1.99826	-0.14871
-5.22695	-7.04147
-13.7247	-5.48542
-12.1349	-2.91389
3.88191	-8.13801
2.08793	-9.6406
-3.60677	-12.4065
3.17355	-7.5457
3.31158	-5.5763
6.00158	-8.87137
2.67409	-22.2223
6.03362	-19.9905
3.6752	-23.2436
1.77387	-18.8145
-3.41686	-16.7779
-1.74222	-23.6177
-1.51741	-20.1608
0.370483	-23.6116
2.90221	-24.651
2.14012	-19.9536
-1.31767	-16.7352
-1.2628	-17.1506
-2.38379	-14.8485
3.16706	-11.3421
6.05217	-7.05904
5.65643	-6.11855
3.30276	-4.53835
0.601729	1.99836
-9.22642	-12.2418
-13.0884	-13.1656
-12.569	-4.96765
-9.07955	0.932041
-3.36818	-0.238417
-10.1823	-2.82222
-17.4261	-0.00598151
-7.39817	8.67542
-4.26031	-5.08011
-13.1493	-12.612
-4.10603	-8.57342
3.95253	-14.0679
0.504655	-10.8103
2.47836	-15.3587
5.46029	-7.90075
5.04845	-5.84584
6.38032	-1.37474
8.03866	0.144606
6.92713	-5.07107
6.50009	4.59755
10.1452	3.57211
7.72234	-2.50359
8.51314	5.22775
10.0129	5.56249
1.68154	-8.94719
-0.866343	-10.8851
2.5112	-10.2235
7.46394	-16.1321
7.64385	-10.8334
7.56082	-16.1549
6.75882	-10.4325
6.36775	-4.19349
-1.59486	-11.2529
-3.86235	-21.2822
-2.14437	-28.5665
-4.54706	-19.6408
-5.84208	-25.4758
-5.28223	-24.836
-6.98813	-29.4745
-3.20903	-25.5585
-3.50364	-26.3346
-4.9638	-23.4125
-6.96749	-26.2037
-11.5019	-16.5658
-11.241	-13.4192
-10.1998	-7.59118
-13.1253	-7.48674
-8.53229	-4.09159
-12.5089	-1.23782
-10.5158	1.99394
-14.2046	3.15529
-8.61357	5.65921
-13.3012	0.919996
-17.057	0.748151
-18.2308	-2.00925
-14.1512	-0.4331
-4.12113	3.3493
2.3711	-6.96702
-0.94706	-2.82481
0.0125278	-4.88253
-3.53716	-10.9612
4.63094	-4.11374
2.49366	-8.10277
9.52211	-3.33878
5.6104	4.2695
7.84471	5.3469
3.24528	-7.48785
4.78586	-3.22884
0.227473	-9.93505
6.12402	-7.19491
2.28707	-17.82
11.4765	-9.96765
13.8208	-3.70586
8.5357	-17.4315
6.24768	-19.727
-2.06192	-21.6106
-3.75879	-9.84194
-9.2839	-15.5224
-7.24179	-14.8638
-4.5253	-4.86692
-3.51404	3.01162
-3.37449	1.58124
-7.47571	-0.760601
-13.6224	-0.31563
-4.14113	10.1333
-8.91706	3.90932
-8.26136	-0.791906
-0.365315	3.53583
-2.98878	0.127416
-4.8909	-0.441094
-3.15648	2.00765
-4.87092	12.5124
-0.864623	5.85885
3.39895	8.3065
1.13022	6.17532
1.4676	4.76047
6.69416	1.6296
1.39083	5.5892
5.18943	8.87965
6.20376	2.82879
6.60342	-5.19514
4.55972	-0.555552
5.96147	-6.57648
4.60083	6.23462
6.41898	2.94565
3.5143	6.62007
9.17073	0.372467
8.02095	2.15747
8.94478	1.04558
0.529042	-7.42563
-1.52707	-1.91961
9.41333	2.58775
8.96035	-1.73758
-0.429301	-4.08177
3.84765	1.57475
0.146344	-2.34827
2.55468	1.1594
8.90781	1.55879
2.37424	-1.41667
6.35597	-1.97978
8.93388	6.40275
10.8873	-0.658336
3.70801	-6.08767
3.87706	-8.15116
10.5382	-3.74132
8.21786	-6.30919
2.23505	-10.8643
8.23428	-2.96679
9.02022	-1.69726
13.3926	2.12377
1.80269	2.12714
-7.8082	-19.0902
-6.9941	-19.1253
0.818008	-29.4105
-0.943345	-27.6621
-6.53314	-22.9832
-3.37685	-22.6559
-1.29733	-2.57656
-8.65412	-6.06223
-5.46096	-11.3372
-5.77013	-10.9908
-5.4253	-17.5663
-8.3248	-20.609
-8.17637	-18.7068
-5.86867	-19.0231
-5.73414	-23.889
-5.92008	-23.4627
-6.54972	-26.0938
-5.1955	-25.1467
-5.64431	-32.8236
-3.15603	-32.0418
-2.0659	-31.379
-1.17988	-35.6925
-0.683594	-31.5702
0.713811	-34.8242
2.04191	-35.5682
5.70769	-35.2564
5.29129	-36.1467
4.32765	-36.6556
4.87997	-33.1528
6.83105	-29.0488
2.74099	-25.2306
-0.867607	-33.0709
-1.46659	-33.437
0.409345	-28.0687
-4.27245	-37.3962
-4.22339	-36.1929
-3.29307	-31.8934
-2.1486	-26.203
-1.6543	-12.4575
-8.22665	-17.0476
-12.4886	-14.843
-14.0574	-8.89232
-19.3672	-11.7775
-19.5298	-12.3948
-19.6758	-13.4377
-16.919	-11.6749
-8.21561	-20.1568
-6.39439	-15.5152
-5.9524	-16.9052
-4.00343	2.32507
2.84078	-6.11325
0.752963	-12.3608
-6.17822	-14.1711
-1.59699	-9.67955
2.82136	-5.78624
-3.18266	-6.68928
-2.83468	-13.8168
0.645697	-17.0764
2.71254	-18.4222
-1.46159	-23.5822
-2.93786	-24.4337
2.59771	-17.0919
5.28312	-12.8973
-5.63654	-23.421
-5.37154	-24.195
1.33423	-16.5665
-4.7901	-17.7831
-7.54565	-17.867
-5.42705	-14.3744
-2.7621	-9.48743
-7.58175	-13.1353
-8.37714	-10.8313
-6.2536	-10.7884
0.400928	-3.14694
-6.214	-11.4837
-7.22468	-10.3266
-7.30661	-10.9445
-6.25723	-12.0388
-4.15092	-12.5123
-5.83188	-16.9837
2.55972	-20.9476
8.02307	-18.192
7.77993	-21.0892
8.7852	-19.9763
9.43638	-21.2861
12.5427	-23.498
11.5199	-24.7613
9.75126	-23.1258
11.6882	-21.8471
7.70265	-12.9867
-1.21117	-13.0839
-0.891102	-15.6633
-0.463466	-18.4128
0.29089	-17.519
4.65701	-21.5553
5.57695	-20.1255
7.21825	-20.347
8.46306	-26.3544
6.76789	-23.0242
6.046	-27.2383
6.84073	-26.8044
1.04155	-18.5372
-1.80775	-21.6132
-1.84153	-19.611
-2.15925	-19.586
7.30794	-17.0723
0.464179	-19.6518
1.83653	-16.5717
2.66016	-13.7516
2.07276	-9.89464
10.8909	-7.03112
4.65577	-9.02509
3.89207	-13.4212
6.66164	-8.468
6.28542	-18.6339
3.36401	-14.6532
4.27022	-20.526
1.72586	-27.9816
-2.3161	-22.5022
-2.27944	-19.0077
-0.231009	-21.804
0.537926	-19.1441
0.717608	-10.4937
5.57953	-11.2307
4.28773	-6.54027
3.04712	-10.83
8.94873	-10.3584
5.43533	-9.58196
0.110657	-14.4615
-0.968934	-12.1547
7.29866	-23.0695
0.257228	-6.77242
-5.75236	-11.4943
-7.91705	-13.2951
-9.69287	-9.56476
-11.5332	-11.6263
-10.5272	-11.6895
-6.23947	-6.70268
-4.46442	-6.65053
-1.53463	-9.54539
5.16434	-4.01306
5.89212	-12.6578
-1.1498	-11.3937
3.64706	-7.85007
-6.71155	-16.5408
-4.03594	-21.0923
2.42902	-8.55149
-0.244202	-7.89578
4.30858	-6.96719
5.77981	-5.73217
-4.78967	-16.7795
-11.0359	-10.87
-1.93347	-18.9412
-1.66342	-21.178
-8.02827	-14.525
-4.2289	-18.5134
-5.30857	-10.2988
-9.11394	-7.84086
-1.2528	0.363862
-12.7066	-8.10205
-14.0227	-1.41978
-1.51359	-1.58521
-6.82671	1.84032
-13.5105	-8.87888
-14.1366	2.118
-4.64575	-4.60356
-2.9969	-4.03416
-11.7369	-14.5798
-8.03874	-9.28083
-4.60262	-4.71064
-3.64565	-18.8335
-10.9839	-21.3037
-0.965577	-23.0046
-1.64417	-17.7017
-1.44614	-17.8426
-4.42456	-20.444
-9.1551	-16.9396
-6.55075	-14.8819
-6.18565	-2.91177
-7.45306	-1.00933
-5.04863	2.73361
-4.60301	-5.62602
-2.87912	-2.0152
-3.01103	-11.8397
0.79798	-10.119
5.24924	-2.1249
4.87071	-3.05806
-8.57252	-9.18881
-5.04551	-6.19108
-2.20475	-4.37866
5.82251	-9.9325
-2.52479	-15.2991
-1.68177	-18.7363
1.95555	-1.95243
-3.2826	-14.8222
-2.03729	-15.3546
3.4572	-14.6164
3.22456	-15.978
8.12874	-23.378
7.09969	-26.821
8.87983	-26.2782
5.94677	-22.8171
3.99435	-24.242
-1.67248	-24.3058
-3.33494	-23.6523
-11.2706	-18.3304
-13.1072	-22.1576
-13.7829	-18.6276
-9.42245	-20.8421
-7.77592	-26.115
2.88938	-25.1985
2.51836	-23.9638
5.22559	-23.9173
5.21686	-24.7354
3.69618	-19.936
2.73566	-21.8701
5.22321	-18.7846
3.82581	-19.5215
3.4153	-11.3757
1.11856	-9.09438
4.52007	-8.46604
8.10183	-13.8033
3.52222	-4.97332
3.54266	-7.40135
-4.86548	-10.3082
-2.8148	-8.84244
8.98067	-0.385732
3.66643	0.415111
-0.787967	2.93683
10.0223	7.9001
-7.42307	-18.8224
-11.2279	-18.2704
-10.435	-19.7555
-0.877666	-12.4055
1.54943	-3.05087
0.0332412	-1.16194
3.97388	0.780116
3.90134	0.414553
-3.66191	-15.0918
-4.84632	-10.5223
-9.40444	-4.28823
-3.52183	-5.10347
1.45751	-0.96642
1.14422	-2.76773
2.28163	-4.83883
5.48156	-7.30363
4.6847	-12.8459
-2.31182	-14.7473
-5.90555	-15.5976
-6.52004	-15.045
-0.966634	-4.68189
7.53256	5.07055
5.18795	1.90048
-0.304851	-11.0584
-4.12481	-13.0218
-2.26793	-12.8826
-2.34089	-10.0163
-2.19097	-8.55453
-0.81298	-10.8356
-4.67005	-9.47371
-2.34726	-6.87413
-2.83818	-9.41709
-2.42779	-9.48619
-2.09329	-9.79592
-0.691407	-12.3461
0.316416	-13.232
6.26069	-27.4339
6.99454	-19.9742
5.67	-22.9098
3.67457	-14.2297
2.76987	-16.0691
3.77927	-14.458
0.146649	-15.4754
2.04924	-11.8924
-0.571918	-14.1194
2.1584	-18.6098
1.67441	-17.4511
-2.37752	-18.3031
8.69227	-9.11351
7.62447	-5.88571
9.90554	-4.10266
17.6792	3.55458
10.2971	-0.0671001
7.29971	-4.02602
10.0833	1.09722
6.36231	2.13884
8.57157	3.3527
6.76404	-8.10544
2.24743	-8.03772
6.21085	1.93468
7.66317	7.02163
4.02573	0.450298
0.0678689	-4.06461
8.23577	4.11785
2.82568	-5.41625
0.33297	-4.8248
